MaterialNumber,ProductType,Plant,ComplexityScore,IfPhasedOut
005254943679,Disposables,569375,2,NA
005254946679,Disposables,569375,1,NA
005254955679,Disposables,569375,8,NA
005254973679,Disposables,569375,6,NA
005254981679,Disposables,569375,5,NA
005254989679,Disposables,569375,6,NA
005254997679,Disposables,569375,7,NA
005255024679,Disposables,569375,6,NA
005255032679,Disposables,569375,7,NA
005255040679,Disposables,569375,10,NA
005255054679,Disposables,569375,7,NA
005255062679,Disposables,569375,2,NA
005255070679,Disposables,569375,6,NA
005255078679,Disposables,569375,8,NA
005255086679,Disposables,569375,7,NA
005255095679,Disposables,569375,2,NA
005255113679,Disposables,569375,6,NA
005255121679,Disposables,569375,3,NA
005255129679,Disposables,569375,10,NA
005255137679,Disposables,569375,7,NA
005255151679,Disposables,569375,4,NA
005255159679,Disposables,569375,5,NA
005255167679,Disposables,569375,4,NA
005255194679,Disposables,569375,7,NA
005255202679,Disposables,569375,6,NA
005255210679,Disposables,569375,1,NA
005255218679,Disposables,569375,4,NA
005255226679,Disposables,569375,4,NA
005255235679,Disposables,569375,8,NA
005255248679,Disposables,569375,10,NA
005255256679,Disposables,569375,4,NA
005255265679,Disposables,569375,6,NA
005255283679,Disposables,569375,6,NA
005255291679,Disposables,569375,3,NA
005255299679,Disposables,569375,7,NA
005255307679,Disposables,569375,3,NA
005255905679,Hardware,569254,7,NA
005255923679,Hardware,569254,5,NA
005256020679,Hardware,569254,5,NA
005256028679,Disposables,569375,6,NA
005256036679,Disposables,569375,1,NA
005256050679,Disposables,569375,6,NA
005256058679,Disposables,569375,1,NA
005256066679,Disposables,569375,6,NA
005256075679,Disposables,569375,1,NA
005256093679,Disposables,569375,10,NA
005256101679,Disposables,569375,6,NA
005256109679,Disposables,569375,6,NA
005256117679,Disposables,569375,9,NA
005256144679,Disposables,569375,5,NA
005256147679,Disposables,569375,3,NA
005256174679,Disposables,569375,6,NA
005256182679,Disposables,569375,8,NA
005256190679,Disposables,569375,2,NA
005256198679,Disposables,569375,3,NA
005256206679,Disposables,569375,7,NA
005256215679,Disposables,569375,6,NA
005256233679,Disposables,569375,1,NA
005256241679,Disposables,569375,2,NA
005256245679,Disposables,569375,5,NA
005256263679,Disposables,569375,4,NA
005256271679,Disposables,569375,4,NA
005256279679,Disposables,569375,8,NA
005256287679,Disposables,569375,7,NA
005256314679,Disposables,569375,6,NA
005256322679,Disposables,569375,2,NA
005256330679,Disposables,569375,10,NA
005256338679,Disposables,569375,10,NA
005256364679,Disposables,569375,10,NA
005256372679,Disposables,569375,5,NA
005256380679,Disposables,569375,1,NA
005256388679,Disposables,569375,4,NA
005256396679,Disposables,569375,9,NA
005256405679,Disposables,569375,3,NA
005256423679,Disposables,569375,5,NA
005256431679,Disposables,569375,7,NA
005256439679,Disposables,569375,7,NA
005256453679,Disposables,569375,5,NA
005256461679,Disposables,569375,9,NA
005256469679,Disposables,569375,9,NA
005256477679,Disposables,569375,6,NA
005256504679,Disposables,569375,8,NA
005256512679,Disposables,569375,1,NA
005256520679,Disposables,569375,1,NA
005256528679,Disposables,569375,5,NA
005256536679,Disposables,569375,7,NA
005256550679,Disposables,569375,3,NA
005256558679,Disposables,569375,7,NA
005256566679,Disposables,569375,6,NA
005256575679,Disposables,569375,3,NA
005256593679,Disposables,569375,4,NA
005256601679,Disposables,569375,6,NA
005256609679,Disposables,569375,7,NA
005256617679,Disposables,569375,4,NA
005256644679,Disposables,569375,5,NA
005256647679,Disposables,569375,10,NA
005256674679,Disposables,569375,10,NA
005256682679,Disposables,569375,3,NA
005256690679,Disposables,569375,5,NA
005256698679,Disposables,569375,10,NA
005256706679,Disposables,569375,1,NA
005256715679,Disposables,569375,5,NA
005256733679,Disposables,569375,5,NA
005256741679,Disposables,569375,10,NA
005256745679,Disposables,569375,4,NA
005256763679,Disposables,569375,7,NA
005256771679,Disposables,569375,5,NA
005256779679,Disposables,569375,4,NA
005256787679,Disposables,569375,5,NA
005256814679,Disposables,569375,5,NA
005256822679,Disposables,569375,8,NA
005256830679,Disposables,569375,7,NA
005256838679,Disposables,569375,1,NA
005256852679,Disposables,569375,10,NA
005258488679,Hardware,569254,8,NA
005258922679,Hardware,569254,10,NA
005258985679,Disposables,569375,1,NA
005259003679,Disposables,569375,8,NA
005259011679,Disposables,569375,7,NA
005259019679,Disposables,569375,9,NA
005259027679,Disposables,569375,10,NA
005259049679,Disposables,569375,10,NA
005259057679,Disposables,569375,8,NA
005259084679,Disposables,569375,1,NA
005259092679,Disposables,569375,9,NA
005259100679,Disposables,569375,6,NA
005259108679,Disposables,569375,3,NA
005259116679,Disposables,569375,5,NA
005259125679,Disposables,569375,2,NA
005259143679,Disposables,569375,1,NA
005259146679,Disposables,569375,2,NA
005259155679,Disposables,569375,3,NA
005259173679,Disposables,569375,5,NA
005259181679,Disposables,569375,6,NA
005259189679,Disposables,569375,4,NA
005259197679,Disposables,569375,1,NA
005259224679,Disposables,569375,6,NA
005259232679,Disposables,569375,9,NA
005259240679,Disposables,569375,4,NA
005259254679,Disposables,569375,1,NA
005259262679,Disposables,569375,4,NA
005259270679,Disposables,569375,4,NA
005259278679,Disposables,569375,5,NA
005259286679,Disposables,569375,1,NA
005259295679,Disposables,569375,8,NA
005259313679,Disposables,569375,4,NA
005259321679,Disposables,569375,9,NA
005259329679,Disposables,569375,10,NA
005259337679,Disposables,569375,2,NA
005259345679,Disposables,569375,10,NA
005259363679,Disposables,569375,7,NA
005259371679,Disposables,569375,7,NA
005259379679,Disposables,569375,9,NA
005259387679,Disposables,569375,10,NA
005259414679,Disposables,569375,2,NA
005259422679,Disposables,569375,10,NA
005259430679,Disposables,569375,9,NA
005259438679,Disposables,569375,5,NA
005259452679,Disposables,569375,7,NA
005259460679,Disposables,569375,4,NA
005259468679,Disposables,569375,7,NA
005259476679,Disposables,569375,1,NA
005259485679,Disposables,569375,9,NA
005259503679,Disposables,569375,5,NA
005259511679,Disposables,569375,3,NA
005259519679,Disposables,569375,10,NA
005259527679,Disposables,569375,8,NA
005259549679,Disposables,569375,9,NA
005259557679,Disposables,569375,10,NA
005259584679,Disposables,569375,5,NA
005259592679,Disposables,569375,9,NA
005259600679,Disposables,569375,1,NA
005259608679,Disposables,569375,10,NA
005259616679,Disposables,569375,1,NA
005259625679,Disposables,569375,5,NA
005259643679,Disposables,569375,8,NA
005259646679,Disposables,569375,4,NA
005259655679,Disposables,569375,9,NA
005259673679,Disposables,569375,9,NA
005259681679,Disposables,569375,3,NA
005259689679,Disposables,569375,2,NA
005259697679,Disposables,569375,4,NA
005259724679,Disposables,569375,7,NA
005259732679,Disposables,569375,7,NA
005259740679,Disposables,569375,9,NA
005259754679,Disposables,569375,6,NA
005259762679,Disposables,569375,6,NA
005259770679,Disposables,569375,6,NA
005259778679,Disposables,569375,8,NA
005259786679,Disposables,569375,1,NA
005259795679,Disposables,569375,7,NA
005259813679,Disposables,569375,1,NA
005259821679,Disposables,569375,3,NA
005259829679,Disposables,569375,4,NA
005259837679,Disposables,569375,5,NA
005259851679,Disposables,569375,3,NA
005259859679,Disposables,569375,3,NA
005259867679,Disposables,569375,10,NA
005259894679,Disposables,569375,1,NA
005259902679,Disposables,569375,8,NA
005259910679,Disposables,569375,3,NA
005259918679,Disposables,569375,2,NA
005259926679,Disposables,569375,6,NA
005259935679,Disposables,569375,3,NA
005259948679,Disposables,569375,1,NA
005259956679,Disposables,569375,7,NA
005259965679,Disposables,569375,7,NA
005259983679,Disposables,569375,6,NA
005259991679,Disposables,569375,4,NA
005259999679,Disposables,569375,10,NA
005260007679,Disposables,569375,7,NA
005260034679,Disposables,569375,4,NA
005260042679,Disposables,569375,1,NA
005260064679,Disposables,569375,3,NA
005260072679,Disposables,569375,6,NA
005260080679,Disposables,569375,8,NA
005260088679,Disposables,569375,8,NA
005260096679,Disposables,569375,3,NA
005260105679,Disposables,569375,10,NA
005260123679,Disposables,569375,8,NA
005260131679,Disposables,569375,9,NA
005260139679,Disposables,569375,9,NA
005260153679,Disposables,569375,6,NA
005260161679,Disposables,569375,3,NA
005260169679,Disposables,569375,9,NA
005260177679,Disposables,569375,2,NA
005260204679,Disposables,569375,2,NA
005260212679,Disposables,569375,4,NA
005260220679,Disposables,569375,8,NA
005260228679,Disposables,569375,1,NA
005260236679,Disposables,569375,3,NA
005260250679,Disposables,569375,7,NA
005260258679,Disposables,569375,9,NA
005260266679,Disposables,569375,1,NA
005260275679,Disposables,569375,7,NA
005260293679,Disposables,569375,7,NA
005260301679,Disposables,569375,2,NA
005260309679,Disposables,569375,7,NA
005260317679,Disposables,569375,6,NA
005260344679,Disposables,569375,10,NA
005260351679,Disposables,569375,4,NA
005260359679,Disposables,569375,9,NA
005260367679,Disposables,569375,3,NA
005260394679,Disposables,569375,1,NA
005260402679,Disposables,569375,6,NA
005260410679,Disposables,569375,5,NA
005260418679,Disposables,569375,9,NA
005260426679,Disposables,569375,5,NA
005260435679,Disposables,569375,2,NA
005260448679,Disposables,569375,1,NA
005260456679,Disposables,569375,3,NA
005260465679,Disposables,569375,10,NA
005260483679,Disposables,569375,1,NA
005260491679,Disposables,569375,9,NA
005260499679,Disposables,569375,2,NA
005260507679,Disposables,569375,4,NA
005260534679,Disposables,569375,9,NA
005260542679,Disposables,569375,3,NA
005260564679,Disposables,569375,8,NA
005260572679,Disposables,569375,7,NA
005260580679,Disposables,569375,2,NA
005260588679,Disposables,569375,1,NA
005260596679,Disposables,569375,5,NA
005260605679,Disposables,569375,5,NA
005260623679,Disposables,569375,1,NA
005260631679,Disposables,569375,2,NA
005261243679,Hardware,569792,1,NA
005261347679,Software,569663,5,NA
005262328679,Hardware,569792,4,NA
005262469679,Hardware,569254,1,NA
005262477679,Hardware,569254,4,NA
005262984679,Disposables,569802,7,NA
005263170679,Hardware,569792,4,NA
005263178679,Hardware,569792,1,NA
005263326679,Disposables,569803,7,NA
005263335679,Disposables,569375,8,NA
005264244679,Disposables,569375,6,NA
005265557679,Hardware,569254,9,NA
005267184679,Disposables,569375,1,NA
005267243679,Hardware,569254,2,NA
005267255679,Hardware,569254,9,NA
005267576679,Hardware,569254,9,NA
005267577370,Hardware,569254,6,NA
005267585679,Hardware,569982,10,NA
005267586370,Hardware,569982,1,NA
005268362679,Hardware,569254,10,NA
005268370679,Hardware,569254,4,NA
005268429679,Disposables,569373,2,NA
005268437679,Disposables,569375,1,NA
005268459679,Disposables,569375,9,NA
005268494679,Disposables,569375,5,NA
005268502679,Disposables,569373,9,NA
005268518679,Disposables,569373,1,NA
005268526679,Disposables,569433,5,NA
005268535679,Disposables,569983,3,NA
005268565679,Disposables,569375,6,NA
005268583679,Disposables,569374,8,NA
005268599679,Disposables,569983,9,NA
005268607679,Disposables,569983,1,NA
005268642679,Disposables,569983,9,NA
005268664679,Disposables,569983,1,NA
005268672679,Disposables,569983,6,NA
005268696679,Disposables,569983,8,NA
005268705679,Disposables,569983,7,NA
005268761679,Disposables,569983,10,NA
005268990679,Disposables,569983,8,NA
005268998679,Disposables,569983,6,NA
005269006679,Disposables,569983,6,NA
005269015679,Disposables,569374,8,NA
005269033679,Disposables,569375,4,NA
005269041679,Disposables,569375,6,NA
005269063679,Disposables,569375,4,NA
005269071679,Disposables,569375,10,NA
005269114679,Disposables,569375,1,NA
005269122679,Disposables,569983,5,NA
005269160679,Disposables,569983,9,NA
005269185679,Disposables,569374,5,NA
005269227679,Disposables,569374,10,NA
005269249679,Disposables,569374,9,NA
005269257679,Disposables,569374,1,NA
005269284679,Disposables,569374,7,NA
005269292679,Disposables,569374,5,NA
005269325679,Disposables,569374,3,NA
005269343679,Disposables,569374,8,NA
005269350679,Disposables,569374,8,NA
005269358679,Disposables,569374,7,NA
005269366679,Disposables,569374,1,NA
005269401679,Disposables,569374,2,NA
005269409679,Disposables,569374,5,NA
005269417679,Disposables,569374,6,NA
005269444679,Disposables,569374,10,NA
005269447679,Disposables,569374,7,NA
005269490679,Disposables,569374,3,NA
005269506679,Disposables,569374,8,NA
005269533679,Disposables,569374,10,NA
005269541679,Disposables,569374,5,NA
005269545679,Disposables,569374,4,NA
005269571679,Disposables,569374,1,NA
005269587679,Disposables,569374,4,NA
005269614679,Disposables,569374,3,NA
005269622679,Disposables,569374,8,NA
005269668679,Disposables,569374,2,NA
005269685679,Disposables,569374,9,NA
005269711679,Disposables,569374,6,NA
005269784679,Disposables,569374,10,NA
005269816679,Disposables,569374,8,NA
005269846679,Disposables,569374,2,NA
005269873679,Disposables,569374,9,NA
005269881679,Disposables,569374,2,NA
005269889679,Disposables,569374,9,NA
005269962679,Disposables,569374,10,NA
005269970679,Disposables,569374,4,NA
005269978679,Disposables,569374,10,NA
005269986679,Disposables,569374,1,NA
005270013679,Disposables,569374,9,NA
005270021679,Disposables,569374,6,NA
005270037679,Disposables,569374,1,NA
005270051679,Disposables,569374,10,NA
005270059679,Disposables,569374,9,NA
005270102679,Disposables,569374,9,NA
005270126679,Disposables,569374,9,NA
005270148679,Disposables,569374,10,NA
005270156679,Disposables,569374,8,NA
005270165679,Disposables,569374,8,NA
005270264679,Disposables,569374,9,NA
005270272679,Disposables,569374,5,NA
005270280679,Disposables,569374,3,NA
005270288679,Disposables,569374,10,NA
005270296679,Disposables,569374,10,NA
005270305679,Disposables,569374,2,NA
005270323679,Disposables,569374,3,NA
005270339679,Disposables,569374,2,NA
005270432679,Disposables,569374,5,NA
005270462679,Disposables,569374,8,NA
005270478679,Disposables,569374,7,NA
005270521679,Disposables,569374,10,NA
005270529679,Disposables,569374,10,NA
005270537679,Disposables,569374,10,NA
005270567679,Disposables,569374,1,NA
005270594679,Disposables,569374,5,NA
005270602679,Disposables,569374,2,NA
005270635679,Disposables,569374,3,NA
005270648679,Disposables,569374,9,NA
005270656679,Disposables,569374,4,NA
005271171679,Disposables,569983,10,NA
005271214679,Disposables,569983,8,NA
005271222679,Disposables,569983,9,NA
005271230679,Disposables,569983,10,NA
005271238679,Disposables,569983,4,NA
005271252679,Disposables,569983,7,NA
005271260679,Disposables,569983,5,NA
005271268679,Disposables,569983,2,NA
005271276679,Disposables,569983,10,NA
005271353679,Disposables,569374,4,NA
005271361679,Disposables,569374,3,NA
005271404679,Disposables,569374,5,NA
005271428679,Disposables,569374,1,NA
005271436679,Disposables,569374,6,NA
005271458679,Disposables,569374,10,NA
005271493679,Disposables,569374,5,NA
005271509679,Disposables,569374,7,NA
005271517679,Disposables,569374,1,NA
005271574679,Disposables,569374,3,NA
005271598679,Disposables,569374,3,NA
005271615679,Disposables,569374,6,NA
005271645679,Disposables,569374,2,NA
005271679679,Disposables,569374,6,NA
005271687679,Disposables,569374,9,NA
005271714679,Disposables,569374,9,NA
005271722679,Disposables,569374,3,NA
005271730679,Disposables,569374,8,NA
005271738679,Disposables,569374,4,NA
005271752679,Disposables,569374,5,NA
005271760679,Disposables,569374,2,NA
005271768679,Disposables,569374,3,NA
005271785679,Disposables,569374,2,NA
005271811679,Disposables,569374,5,NA
005271997679,Disposables,569983,8,NA
005272024679,Disposables,569983,2,NA
005272032679,Disposables,569983,5,NA
005272040679,Disposables,569983,3,NA
005272054679,Disposables,569983,1,NA
005272062679,Disposables,569983,8,NA
005272113679,Disposables,569433,4,NA
005272121679,Disposables,569374,3,NA
005272129679,Disposables,569374,1,NA
005272137679,Disposables,569374,2,NA
005272151679,Disposables,569373,8,NA
005272159679,Disposables,569373,10,NA
005272202679,Disposables,569375,2,NA
005272210679,Disposables,569375,4,NA
005272218679,Disposables,569375,8,NA
005272226679,Disposables,569375,8,NA
005272235679,Disposables,569375,6,NA
005272248679,Disposables,569375,7,NA
005272256679,Disposables,569375,6,NA
005272265679,Disposables,569375,4,NA
005272283679,Disposables,569375,8,NA
005272291679,Disposables,569375,10,NA
005272299679,Disposables,569375,2,NA
005272307679,Disposables,569375,2,NA
005272334679,Disposables,569375,9,NA
005272342679,Disposables,569375,3,NA
005272351679,Disposables,569375,6,NA
005272359679,Disposables,569375,1,NA
005272367679,Disposables,569375,1,NA
005272394679,Disposables,569375,4,NA
005272402679,Disposables,569375,2,NA
005272410679,Disposables,569375,5,NA
005272418679,Disposables,569375,5,NA
005272426679,Disposables,569375,8,NA
005272435679,Disposables,569375,7,NA
005272448679,Disposables,569375,5,NA
005272456679,Disposables,569375,6,NA
005272465679,Disposables,569375,2,NA
005272483679,Disposables,569375,6,NA
005272491679,Disposables,569375,10,NA
005272499679,Disposables,569375,2,NA
005272507679,Disposables,569375,10,NA
005272534679,Disposables,569375,5,NA
005272542679,Disposables,569375,6,NA
005272564679,Disposables,569375,9,NA
005272572679,Disposables,569375,8,NA
005272580679,Disposables,569375,5,NA
005272588679,Disposables,569375,6,NA
005272596679,Disposables,569375,8,NA
005272605679,Disposables,569375,9,NA
005272623679,Disposables,569375,10,NA
005272631679,Disposables,569375,8,NA
005272639679,Disposables,569375,6,NA
005272653679,Disposables,569375,6,NA
005272661679,Disposables,569375,2,NA
005272669679,Disposables,569375,5,NA
005272677679,Disposables,569375,7,NA
005272704679,Disposables,569375,2,NA
005272712679,Disposables,569375,7,NA
005272720679,Disposables,569375,6,NA
005272728679,Disposables,569375,3,NA
005272736679,Disposables,569375,4,NA
005272750679,Disposables,569375,1,NA
005272758679,Disposables,569375,10,NA
005272766679,Disposables,569375,4,NA
005272775679,Disposables,569375,4,NA
005272793679,Disposables,569375,2,NA
005272801679,Disposables,569375,10,NA
005272809679,Disposables,569375,8,NA
005272817679,Disposables,569375,2,NA
005272844679,Disposables,569375,6,NA
005272847679,Disposables,569375,7,NA
005272874679,Disposables,569375,10,NA
005272882679,Disposables,569375,9,NA
005272890679,Disposables,569375,1,NA
005272898679,Disposables,569375,1,NA
005272906679,Disposables,569375,7,NA
005272915679,Disposables,569375,5,NA
005272933679,Disposables,569375,2,NA
005272941679,Disposables,569375,8,NA
005272945679,Disposables,569375,6,NA
005272963679,Disposables,569375,6,NA
005272971679,Disposables,569375,7,NA
005272979679,Disposables,569375,1,NA
005272987679,Disposables,569375,9,NA
005273014679,Disposables,569375,9,NA
005273022679,Disposables,569375,3,NA
005273030679,Disposables,569375,2,NA
005273038679,Disposables,569375,2,NA
005273052679,Disposables,569375,10,NA
005273060679,Disposables,569375,4,NA
005273068679,Disposables,569375,7,NA
005273076679,Disposables,569375,3,NA
005273085679,Disposables,569375,8,NA
005273103679,Disposables,569375,8,NA
005273111679,Disposables,569375,3,NA
005273119679,Disposables,569375,1,NA
005273127679,Disposables,569375,7,NA
005273149679,Disposables,569375,9,NA
005273157679,Disposables,569375,6,NA
005273184679,Disposables,569375,1,NA
005273192679,Disposables,569375,9,NA
005273200679,Disposables,569375,8,NA
005273208679,Disposables,569375,10,NA
005273216679,Disposables,569375,10,NA
005273225679,Disposables,569375,8,NA
005273243679,Disposables,569375,3,NA
005273246679,Disposables,569375,8,NA
005273255679,Disposables,569375,2,NA
005273273679,Disposables,569375,4,NA
005273281679,Disposables,569375,2,NA
005273289679,Disposables,569375,6,NA
005273297679,Disposables,569375,9,NA
005273324679,Disposables,569375,1,NA
005273332679,Disposables,569375,4,NA
005273340679,Disposables,569375,5,NA
005273347679,Disposables,569375,8,NA
005273374679,Disposables,569375,10,NA
005273382679,Disposables,569375,10,NA
005273390679,Disposables,569375,9,NA
005273398679,Disposables,569375,7,NA
005273406679,Disposables,569375,2,NA
005273415679,Disposables,569375,2,NA
005273433679,Disposables,569375,5,NA
005273441679,Disposables,569375,6,NA
005273445679,Disposables,569375,9,NA
005273463679,Disposables,569375,9,NA
005273471679,Disposables,569375,9,NA
005273479679,Disposables,569375,5,NA
005273487679,Disposables,569375,9,NA
005273514679,Disposables,569375,2,NA
005273522679,Disposables,569375,3,NA
005273530679,Disposables,569375,1,NA
005273538679,Disposables,569375,1,NA
005273552679,Disposables,569375,10,NA
005273560679,Disposables,569375,5,NA
005273568679,Disposables,569375,7,NA
005273576679,Disposables,569375,1,NA
005273585679,Disposables,569375,4,NA
005273603679,Disposables,569375,1,NA
005273611679,Disposables,569375,1,NA
005273619679,Disposables,569375,2,NA
005273627679,Disposables,569375,1,NA
005273649679,Disposables,569375,6,NA
005273657679,Disposables,569375,7,NA
005273684679,Disposables,569375,5,NA
005273692679,Disposables,569375,10,NA
005273700679,Disposables,569375,1,NA
005273708679,Disposables,569375,2,NA
005273716679,Disposables,569375,2,NA
005273725679,Disposables,569375,1,NA
005273743679,Disposables,569375,9,NA
005273746679,Disposables,569375,1,NA
005273755679,Disposables,569375,7,NA
005273773679,Disposables,569375,6,NA
005273781679,Disposables,569375,6,NA
005273789679,Disposables,569375,4,NA
005273797679,Disposables,569375,5,NA
005273824679,Disposables,569375,5,NA
005273832679,Disposables,569375,7,NA
005273840679,Disposables,569375,10,NA
005273854679,Disposables,569375,1,NA
005273862679,Disposables,569375,8,NA
005273870679,Disposables,569375,6,NA
005273878679,Disposables,569375,9,NA
005273886679,Disposables,569375,10,NA
005273895679,Disposables,569375,4,NA
005273913679,Disposables,569375,3,NA
005273921679,Disposables,569375,9,NA
005273929679,Disposables,569375,5,NA
005273937679,Disposables,569375,9,NA
005273951679,Disposables,569375,10,NA
005273959679,Disposables,569375,2,NA
005273967679,Disposables,569375,5,NA
005273994679,Disposables,569375,6,NA
005274002679,Disposables,569375,6,NA
005274010679,Disposables,569375,7,NA
005274018679,Disposables,569375,6,NA
005274026679,Disposables,569375,5,NA
005274035679,Disposables,569375,10,NA
005274048679,Disposables,569375,3,NA
005274056679,Disposables,569375,3,NA
005274065679,Disposables,569375,7,NA
005274083679,Disposables,569375,10,NA
005274091679,Disposables,569375,6,NA
005274099679,Disposables,569375,8,NA
005274107679,Disposables,569375,6,NA
005274134679,Disposables,569375,6,NA
005274142679,Disposables,569375,2,NA
005274164679,Disposables,569375,1,NA
005274172679,Disposables,569375,9,NA
005274180679,Disposables,569375,9,NA
005274188679,Disposables,569375,5,NA
005274196679,Disposables,569375,5,NA
005274205679,Disposables,569375,3,NA
005274223679,Disposables,569375,8,NA
005274231679,Disposables,569375,1,NA
005274239679,Disposables,569375,3,NA
005274253679,Disposables,569375,9,NA
005274261679,Disposables,569375,1,NA
005274269679,Disposables,569375,2,NA
005274277679,Disposables,569375,9,NA
005274304679,Disposables,569375,9,NA
005274312679,Disposables,569433,9,NA
005274362679,Disposables,569433,2,NA
005274386679,Disposables,569433,4,NA
005274451679,Disposables,569433,3,NA
005274510679,Disposables,569433,10,NA
005275660679,Disposables,569433,2,NA
005275668679,Disposables,569433,7,NA
005275676679,Disposables,569433,6,NA
005275757679,Disposables,569433,7,NA
005275784679,Disposables,569433,7,NA
005275792679,Disposables,569433,5,NA
005275855679,Disposables,569376,3,NA
005275873679,Disposables,569522,7,NA
005275932679,Disposables,569522,2,NA
005275954679,Disposables,569433,2,NA
005278446679,Disposables,569433,9,NA
005278481679,Disposables,569522,4,NA
005280310679,Disposables,569375,3,NA
005280318679,Disposables,569374,8,NA
005280326679,Disposables,569374,6,NA
005280335679,Disposables,569374,10,NA
005280385679,Disposables,569374,9,NA
005280419679,Disposables,569374,8,NA
005280449679,Disposables,569374,5,NA
005280484679,Disposables,569374,2,NA
005280492679,Disposables,569374,1,NA
005280555679,Disposables,569374,5,NA
005280589679,Disposables,569374,6,NA
005280597679,Disposables,569374,9,NA
005280662679,Disposables,569374,4,NA
005280686679,Disposables,569374,8,NA
005280695679,Disposables,569374,3,NA
005280713679,Disposables,569376,2,NA
005280729679,Disposables,569374,4,NA
005280737679,Disposables,569374,3,NA
005280751679,Disposables,569374,1,NA
005280759679,Disposables,569374,2,NA
005280767679,Disposables,569374,8,NA
005280794679,Disposables,569374,10,NA
005280802679,Disposables,569374,9,NA
005280856679,Disposables,569433,5,NA
005280891679,Disposables,569522,8,NA
005281005679,Disposables,569433,9,NA
005281023679,Disposables,569433,4,NA
005281031679,Disposables,569433,2,NA
005281039679,Disposables,569433,4,NA
005281053679,Disposables,569433,9,NA
005281061679,Disposables,569433,8,NA
005281120679,Disposables,569374,9,NA
005281128679,Disposables,569374,4,NA
005281201679,Disposables,569522,5,NA
005281298679,Disposables,569433,4,NA
005281306679,Disposables,569433,8,NA
005281315679,Disposables,569433,2,NA
005281531679,Disposables,569803,2,NA
005281539679,Disposables,569803,4,NA
005281553679,Disposables,569803,7,NA
005281561679,Disposables,569803,2,NA
005281569679,Disposables,569803,3,NA
005281604679,Disposables,569803,6,NA
005281612679,Disposables,569803,8,NA
005281620679,Disposables,569803,2,NA
005281628679,Disposables,569803,7,NA
005281636679,Disposables,569803,3,NA
005281650679,Disposables,569803,3,NA
005281658679,Disposables,569803,6,NA
005281666679,Disposables,569803,4,NA
005281675679,Disposables,569803,3,NA
005281693679,Disposables,569803,10,NA
005281701679,Disposables,569803,8,NA
005281709679,Disposables,569803,7,NA
005281717679,Disposables,569803,6,NA
005281744679,Disposables,569803,8,NA
005281747679,Disposables,569803,2,NA
005281774679,Disposables,569803,5,NA
005281782679,Disposables,569803,8,NA
005281790679,Disposables,569803,2,NA
005281798679,Disposables,569803,10,NA
005281806679,Disposables,569802,2,NA
005281815679,Disposables,569802,5,NA
005281833679,Disposables,569802,5,NA
005281841679,Disposables,569802,1,NA
005281863679,Disposables,569802,4,NA
005281871679,Disposables,569802,3,NA
005281887679,Disposables,569802,5,NA
005281938679,Disposables,569802,5,NA
005281976679,Hardware,569792,6,NA
005281985679,Hardware,569792,10,NA
005282003679,Hardware,569792,4,NA
005282019679,Hardware,569792,8,NA
005282100679,Disposables,569983,1,NA
005282108679,Disposables,569375,8,NA
005282116679,Disposables,569375,10,NA
005282143679,Disposables,569375,2,NA
005282146679,Disposables,569375,8,NA
005282173679,Disposables,569983,5,NA
005282181679,Disposables,569983,6,NA
005282189679,Disposables,569983,10,NA
005282197679,Disposables,569983,7,NA
005282224679,Disposables,569983,1,NA
005282232679,Disposables,569983,8,NA
005282240679,Disposables,569983,5,NA
005282254679,Disposables,569983,1,NA
005282262679,Disposables,569983,6,NA
005282270679,Disposables,569983,5,NA
005282278679,Disposables,569983,6,NA
005282286679,Disposables,569983,6,NA
005282295679,Disposables,569983,6,NA
005282313679,Disposables,569983,7,NA
005282321679,Disposables,569983,9,NA
005282329679,Disposables,569983,5,NA
005282337679,Disposables,569983,10,NA
005282346679,Disposables,569983,7,NA
005282355679,Disposables,569983,5,NA
005282373679,Disposables,569983,6,NA
005282381679,Disposables,569983,8,NA
005282389679,Disposables,569983,4,NA
005282397679,Disposables,569983,7,NA
005282424679,Disposables,569983,7,NA
005282432679,Disposables,569983,2,NA
005282440679,Disposables,569983,9,NA
005282454679,Disposables,569983,4,NA
005282462679,Disposables,569983,3,NA
005282470679,Disposables,569983,1,NA
005282478679,Disposables,569983,4,NA
005282486679,Disposables,569983,2,NA
005282495679,Disposables,569983,7,NA
005282513679,Disposables,569983,1,NA
005282521679,Disposables,569983,6,NA
005282537679,Disposables,569983,4,NA
005282551679,Disposables,569983,3,NA
005282559679,Disposables,569983,9,NA
005282567679,Disposables,569983,2,NA
005282594679,Disposables,569983,4,NA
005282602679,Disposables,569983,7,NA
005282610679,Disposables,569983,5,NA
005282618679,Disposables,569983,3,NA
005282626679,Disposables,569983,10,NA
005282635679,Disposables,569983,10,NA
005282648679,Disposables,569983,7,NA
005282656679,Disposables,569983,10,NA
005282665679,Disposables,569983,9,NA
005282683679,Disposables,569983,5,NA
005282691679,Disposables,569983,3,NA
005282699679,Disposables,569983,1,NA
005282707679,Disposables,569983,6,NA
005282734679,Disposables,569983,6,NA
005282742679,Disposables,569983,1,NA
005282764679,Disposables,569983,2,NA
005282772679,Disposables,569433,4,NA
005282869679,Disposables,569375,7,NA
005283238679,Hardware,569254,1,NA
005283252679,Hardware,569254,8,NA
005290522679,Hardware,569971,6,NA
005290967868,Disposables,569311,6,NA
005290994868,Disposables,569311,5,NA
