MaterialNumber,ProductType,Plant,ComplexityScore,IfPhasedOut
0011814909781,Disposables,569278,8,NA
0011818783781,Disposables,569278,6,NA
0011829639781,Disposables,569279,8,NA
0011867816781,Disposables,569279,9,NA
0011868454781,Disposables,569279,4,NA
0011869082781,Disposables,569278,10,NA
0011891853781,Disposables,569251,4,NA
0011891861781,Disposables,569251,3,NA
0011891869781,Disposables,569251,9,NA
0011891877781,Disposables,569251,5,NA
0011891904781,Disposables,569251,4,NA
0011942006781,Disposables,569278,8,NA
0011942343781,Disposables,569279,5,NA
0011942624781,Disposables,569278,3,NA
0011967732781,Disposables,569251,10,NA
0011986291781,Disposables,569251,5,NA
0011986299781,Disposables,569251,5,NA
0011986307781,Disposables,569251,6,NA
0011986334781,Disposables,569251,1,NA
0012045429781,Disposables,569251,1,NA
0012163839781,Disposables,569251,9,NA
0012163853781,Disposables,569251,8,NA
0012163861781,Disposables,569251,4,NA
0012209373781,Disposables,569251,4,NA
0012209440781,Disposables,569251,3,NA
0012237995781,Disposables,569279,10,NA
0012241715781,Disposables,569251,7,NA
003030960781,NA,NA,3,NA
003116326781,NA,NA,3,NA
003118608781,NA,NA,3,NA
003186924781,NA,NA,8,NA
003186970781,NA,NA,6,NA
003205485781,NA,NA,3,NA
003205503781,NA,NA,10,NA
003205511781,NA,NA,10,NA
003248852781,NA,NA,2,NA
003248885781,NA,NA,6,NA
003256464679,NA,NA,4,NA
003264250679,NA,NA,5,NA
003264258679,NA,NA,3,NA
003270953781,NA,NA,7,NA
003270961781,NA,NA,3,NA
003302533781,NA,NA,3,NA
003312745781,NA,NA,6,NA
003312763781,NA,NA,6,NA
003317076781,NA,NA,8,NA
003317994781,NA,NA,8,NA
003318002781,NA,NA,3,NA
003323398781,NA,NA,9,NA
003332958781,NA,NA,8,NA
003332966781,NA,NA,8,NA
003337496781,NA,NA,1,NA
003337650781,NA,NA,7,NA
003337774781,NA,NA,2,NA
003337879679,NA,NA,6,NA
003359543781,NA,NA,6,NA
003361584781,NA,NA,9,NA
003372191781,NA,NA,6,NA
003452721781,NA,NA,4,NA
003507344781,NA,NA,2,NA
003511156781,NA,NA,3,NA
003511183781,NA,NA,6,NA
003512918781,NA,NA,10,NA
003529485781,NA,NA,7,NA
003533597781,NA,NA,10,NA
003537797781,NA,NA,10,NA
003541276781,NA,NA,5,NA
003604861781,NA,NA,6,NA
003607919679,NA,NA,9,NA
003656966781,NA,NA,8,NA
003709955781,NA,NA,2,NA
003709973781,NA,NA,4,NA
003734929781,NA,NA,3,NA
003734951781,NA,NA,1,NA
003790420781,NA,NA,2,NA
003821020781,NA,NA,3,NA
004349808781,NA,NA,6,NA
004436130781,NA,NA,3,NA
004455829679,NA,NA,2,NA
004455837679,NA,NA,4,NA
004462817781,NA,NA,5,NA
004495648781,NA,NA,9,NA
004495656781,NA,NA,10,NA
004498550679,NA,NA,2,NA
004544862781,NA,NA,10,NA
004544886781,NA,NA,3,NA
004544895781,NA,NA,2,NA
004544921781,NA,NA,7,NA
004544937781,NA,NA,5,NA
004573708781,NA,NA,7,NA
004573895781,NA,NA,6,NA
004627614679,NA,NA,3,NA
004627924781,NA,NA,9,NA
004634831679,NA,NA,6,NA
004634839679,NA,NA,6,NA
004634853679,NA,NA,6,NA
004634861679,NA,NA,3,NA
004637741781,NA,NA,2,NA
004654603781,NA,NA,8,NA
004661500781,NA,NA,9,NA
004668985781,NA,NA,3,NA
004669003781,NA,NA,1,NA
004669011781,NA,NA,5,NA
004684395781,NA,NA,4,NA
004684421781,NA,NA,7,NA
004684429781,NA,NA,2,NA
004684437781,NA,NA,1,NA
004684451781,NA,NA,1,NA
004698813781,NA,NA,2,NA
004700657781,NA,NA,8,NA
004700684781,NA,NA,4,NA
004700692781,NA,NA,5,NA
004700700781,NA,NA,4,NA
004700708781,NA,NA,6,NA
004705588781,NA,NA,7,NA
004705596781,NA,NA,1,NA
004705605781,NA,NA,1,NA
004705623781,NA,NA,5,NA
004705631781,NA,NA,4,NA
004705639781,NA,NA,7,NA
004705653781,NA,NA,10,NA
004714417781,NA,NA,5,NA
004718512781,NA,NA,5,NA
004720209679,NA,NA,2,NA
004720217679,NA,NA,8,NA
004720244679,NA,NA,2,NA
004783352781,NA,NA,5,NA
004789257781,NA,NA,6,NA
004824622781,NA,NA,7,NA
004892010781,NA,NA,2,NA
004899401781,NA,NA,2,NA
004923315781,NA,NA,5,NA
004976991781,NA,NA,7,NA
004983250781,NA,NA,1,NA
004994276781,NA,NA,10,NA
005003482781,NA,NA,3,NA
005058497781,NA,NA,3,NA
005064307679,NA,NA,10,NA
005112237781,NA,NA,3,NA
005114199781,NA,NA,6,NA
005141988781,NA,NA,4,NA
005142023781,NA,NA,4,NA
005142193781,NA,NA,6,NA
005175287781,NA,NA,3,NA
005175314781,NA,NA,4,NA
005186781781,NA,NA,5,NA
005189424781,NA,NA,8,NA
005189513781,NA,NA,4,NA
005189521781,NA,NA,6,NA
005198477781,NA,NA,9,NA
005205492781,NA,NA,9,NA
005209103679,NA,NA,6,NA
005216672781,NA,NA,2,NA
005237293781,NA,NA,3,NA
005346600781,NA,NA,3,NA
005352252781,NA,NA,1,NA
005366431781,NA,NA,1,NA
005398452781,NA,NA,10,NA
005401502781,NA,NA,8,NA
005419089781,NA,NA,9,NA
005420636781,NA,NA,7,NA
005422420781,NA,NA,3,NA
005422428781,NA,NA,2,NA
005548373781,NA,NA,3,NA
005548381781,NA,NA,8,NA
005548397781,NA,NA,3,NA
005548424781,NA,NA,3,NA
005548432781,NA,NA,5,NA
005548440781,NA,NA,9,NA
005548454781,NA,NA,6,NA
005548462781,NA,NA,10,NA
005548470781,NA,NA,8,NA
005548478781,NA,NA,8,NA
005548521679,NA,NA,2,NA
005551147781,NA,NA,8,NA
005553579781,NA,NA,7,NA
005587097679,NA,NA,7,NA
005621269781,NA,NA,4,NA
005645310781,NA,NA,8,NA
005652871679,NA,NA,1,NA
005652879679,NA,NA,3,NA
005652887679,NA,NA,2,NA
005795607781,NA,NA,3,NA
005808968679,NA,NA,8,NA
005876395781,NA,NA,8,NA
005876944781,NA,NA,3,NA
005892497781,NA,NA,1,NA
005897631679,NA,NA,10,NA
005902345781,NA,NA,7,NA
005919460781,NA,NA,4,NA
005919468781,NA,NA,1,NA
005919476781,NA,NA,7,NA
005954422679,NA,NA,6,NA
005959207781,NA,NA,4,NA
005959264781,NA,NA,8,NA
005959280781,NA,NA,3,NA
005959305781,NA,NA,7,NA
005959331781,NA,NA,1,NA
005959373781,NA,NA,5,NA
005959397781,NA,NA,10,NA
005959462781,NA,NA,10,NA
005959478781,NA,NA,5,NA
005964897781,NA,NA,9,NA
005965478781,NA,NA,10,NA
005981203679,NA,NA,4,NA
005981211679,NA,NA,7,NA
005981219679,NA,NA,1,NA
005981227679,NA,NA,4,NA
005981249679,NA,NA,7,NA
005981257679,NA,NA,2,NA
005991984781,NA,NA,6,NA
006345186679,NA,NA,4,NA
006360718781,NA,NA,8,NA
006364626679,NA,NA,5,NA
006371169781,NA,NA,6,NA
006371177781,NA,NA,3,NA
006371204781,NA,NA,3,NA
006371212781,NA,NA,6,NA
006371220781,NA,NA,8,NA
006371228781,NA,NA,6,NA
006371236781,NA,NA,3,NA
006371250781,NA,NA,3,NA
006371258781,NA,NA,8,NA
006411916679,NA,NA,10,NA
006447121679,NA,NA,6,NA
006478081781,NA,NA,2,NA
006486414781,NA,NA,7,NA
006497126679,NA,NA,8,NA
006497148679,NA,NA,5,NA
006539801679,NA,NA,6,NA
006551121781,NA,NA,5,NA
006597275679,NA,NA,4,NA
006599866781,NA,NA,2,NA
006614230781,NA,NA,5,NA
006652525781,NA,NA,9,NA
006659796679,NA,NA,1,NA
006678712781,NA,NA,3,NA
006721835781,NA,NA,10,NA
006756686781,NA,NA,5,NA
006756695781,NA,NA,4,NA
006756721781,NA,NA,6,NA
006756759781,NA,NA,6,NA
006756767781,NA,NA,6,NA
006756802781,NA,NA,7,NA
006756810781,NA,NA,6,NA
006756826781,NA,NA,8,NA
006756835781,NA,NA,6,NA
006756848781,NA,NA,7,NA
006756856781,NA,NA,2,NA
006756865781,NA,NA,10,NA
006778674679,NA,NA,5,NA
006870840781,NA,NA,6,NA
006870870781,NA,NA,9,NA
006871429781,NA,NA,3,NA
006871437781,NA,NA,2,NA
006871451781,NA,NA,3,NA
006871459781,NA,NA,8,NA
006871467781,NA,NA,9,NA
006871502781,NA,NA,9,NA
006871510781,NA,NA,9,NA
006871518781,NA,NA,2,NA
006871526781,NA,NA,5,NA
006871583781,NA,NA,6,NA
006871591781,NA,NA,6,NA
006871599781,NA,NA,3,NA
006871607781,NA,NA,2,NA
006871634781,NA,NA,1,NA
006871642781,NA,NA,8,NA
006871664781,NA,NA,9,NA
006871672781,NA,NA,6,NA
006871680781,NA,NA,2,NA
006871688781,NA,NA,10,NA
006871696781,NA,NA,1,NA
006871705781,NA,NA,3,NA
006871723781,NA,NA,1,NA
006871731781,NA,NA,3,NA
006871739781,NA,NA,8,NA
006871761781,NA,NA,6,NA
006871769781,NA,NA,8,NA
006871804781,NA,NA,8,NA
006871820781,NA,NA,10,NA
006871836781,NA,NA,7,NA
006912429679,NA,NA,8,NA
006984173679,NA,NA,1,NA
006990428679,NA,NA,6,NA
006991086781,NA,NA,10,NA
007045081679,NA,NA,1,NA
007073885781,NA,NA,1,NA
007146908781,NA,NA,2,NA
007229423781,NA,NA,6,NA
007370488781,NA,NA,7,NA
007397838679,NA,NA,9,NA
007397868679,NA,NA,8,NA
007542134679,NA,NA,10,NA
007568697781,NA,NA,4,NA
007715103781,NA,NA,5,NA
007731088781,NA,NA,3,NA
008064343679,NA,NA,5,NA
008085959679,NA,NA,6,NA
008086002679,NA,NA,1,NA
008086010679,NA,NA,5,NA
008086026679,NA,NA,5,NA
008371391781,NA,NA,2,NA
008431596679,NA,NA,1,NA
008487561679,NA,NA,10,NA
008487569679,NA,NA,8,NA
008487612679,NA,NA,10,NA
008745929781,NA,NA,1,NA
0010005146781,NA,NA,2,NA
0010005519781,NA,NA,4,NA
0010006623781,NA,NA,1,NA
0010006631781,NA,NA,2,NA
0010007878781,NA,NA,10,NA
0010007886781,NA,NA,2,NA
0010023760781,NA,NA,8,NA
0010059522781,NA,NA,9,NA
0010075819781,NA,NA,6,NA
0010123886781,NA,NA,5,NA
0010124850781,NA,NA,3,NA
0010125079781,NA,NA,4,NA
0010125130781,NA,NA,5,NA
0010128129781,NA,NA,5,NA
0010130516781,NA,NA,1,NA
0010130525781,NA,NA,3,NA
0010152743781,NA,NA,5,NA
0010153026781,NA,NA,8,NA
0010153035781,NA,NA,10,NA
0010153099781,NA,NA,7,NA
0010153172781,NA,NA,8,NA
0010153188781,NA,NA,1,NA
0010153354781,NA,NA,9,NA
0010154138781,NA,NA,5,NA
0010154219781,NA,NA,9,NA
0010154676781,NA,NA,7,NA
0010154711781,NA,NA,3,NA
0010155683781,NA,NA,4,NA
0010155699781,NA,NA,2,NA
0010155772781,NA,NA,2,NA
0010155788781,NA,NA,7,NA
0010155861781,NA,NA,1,NA
0010155950781,NA,NA,9,NA
0010156679781,NA,NA,7,NA
0010157659781,NA,NA,6,NA
0010157702781,NA,NA,6,NA
0010163939781,NA,NA,2,NA
0010168258781,NA,NA,7,NA
0010173011781,NA,NA,9,NA
0010173262781,NA,NA,7,NA
0010189128781,NA,NA,8,NA
0010192799781,NA,NA,5,NA
0010202511781,NA,NA,10,NA
0010203639781,NA,NA,3,NA
0010225983781,NA,NA,6,NA
0010241845781,NA,NA,8,NA
0010255639781,NA,NA,9,NA
0010263429781,NA,NA,10,NA
0010271965781,NA,NA,5,NA
0010273202781,NA,NA,5,NA
0010412896781,NA,NA,9,NA
0010413814781,NA,NA,5,NA
0010416778713,NA,NA,4,NA
0010420063781,NA,NA,2,NA
0010447708781,NA,NA,9,NA
0010479323781,NA,NA,8,NA
0010528479781,NA,NA,8,NA
0010542282781,NA,NA,7,NA
0010584859781,NA,NA,5,NA
0010635658781,NA,NA,9,NA
0010669881781,NA,NA,5,NA
0010737706781,NA,NA,5,NA
0010747882781,NA,NA,3,NA
0010758090781,NA,NA,2,NA
0010770123781,NA,NA,9,NA
0010770139781,NA,NA,10,NA
0010770542781,NA,NA,3,NA
0010790251781,NA,NA,3,NA
0010808784781,NA,NA,6,NA
0010810687781,NA,NA,2,NA
0010887895781,NA,NA,5,NA
0010887913781,NA,NA,8,NA
0010908003713,NA,NA,8,NA
0010909677781,NA,NA,10,NA
0010914625781,NA,NA,10,NA
0010983272781,NA,NA,8,NA
0011007123781,NA,NA,6,NA
0011012837781,NA,NA,4,NA
0011041547781,NA,NA,6,NA
0011045203781,NA,NA,5,NA
0011045211781,NA,NA,3,NA
0011045219781,NA,NA,7,NA
0011045249781,NA,NA,9,NA
0011053544781,NA,NA,1,NA
0011060127781,NA,NA,1,NA
0011060878781,NA,NA,4,NA
0011060886781,NA,NA,7,NA
0011085081781,NA,NA,7,NA
0011089441781,NA,NA,10,NA
0011096026781,NA,NA,7,NA
0011096056781,NA,NA,5,NA
0011096494781,NA,NA,6,NA
0011098691781,NA,NA,5,NA
0011101838781,NA,NA,7,NA
0011107075781,NA,NA,8,NA
0011117847781,NA,NA,4,NA
0011118886781,NA,NA,10,NA
0011125018781,NA,NA,5,NA
0011128827781,NA,NA,9,NA
0011132614781,NA,NA,8,NA
0011136885781,NA,NA,1,NA
0011136903781,NA,NA,6,NA
0011136911781,NA,NA,3,NA
0011149978781,NA,NA,4,NA
0011186303781,NA,NA,7,NA
0011211520781,NA,NA,2,NA
0011212705781,NA,NA,5,NA
0011212723781,NA,NA,1,NA
0011218154781,NA,NA,5,NA
0011232452781,NA,NA,3,NA
0011242897781,NA,NA,9,NA
0011251192781,NA,NA,6,NA
0011271128781,NA,NA,9,NA
0011273663781,NA,NA,9,NA
0011279228781,NA,NA,6,NA
0011290900781,NA,NA,3,NA
0011294308781,NA,NA,5,NA
0011299713781,NA,NA,8,NA
0011333109781,NA,NA,4,NA
0011335120781,NA,NA,8,NA
0011335136781,NA,NA,1,NA
0011336262781,NA,NA,9,NA
0011336270781,NA,NA,2,NA
0011336345781,NA,NA,10,NA
0011338657781,NA,NA,5,NA
0011338700781,NA,NA,1,NA
0011356058781,NA,NA,10,NA
0011367552781,NA,NA,1,NA
0011374099781,NA,NA,5,NA
0011376904781,NA,NA,10,NA
0011381217781,NA,NA,9,NA
0011415546781,NA,NA,4,NA
0011417549781,NA,NA,10,NA
0011421257781,NA,NA,4,NA
0011424542781,NA,NA,4,NA
0011429738781,NA,NA,5,NA
0011429803781,NA,NA,7,NA
0011434037781,NA,NA,3,NA
0011434051781,NA,NA,9,NA
0011461046781,NA,NA,6,NA
0011464997781,NA,NA,3,NA
0011467721781,NA,NA,9,NA
0011488283781,NA,NA,10,NA
0011488299781,NA,NA,2,NA
0011494425781,NA,NA,7,NA
0011495876781,NA,NA,3,NA
0011495885781,NA,NA,5,NA
0011524903781,NA,NA,2,NA
0011528123781,NA,NA,2,NA
0011531711781,NA,NA,9,NA
0011531719781,NA,NA,3,NA
0011533379781,NA,NA,1,NA
0011545252781,NA,NA,7,NA
0011545738781,NA,NA,3,NA
0011549434781,NA,NA,9,NA
0011549464781,NA,NA,5,NA
0011550270781,NA,NA,9,NA
0011584356781,NA,NA,3,NA
0011588634781,NA,NA,1,NA
0011603098781,NA,NA,4,NA
0011603106781,NA,NA,4,NA
0011603133781,NA,NA,3,NA
0011626973781,NA,NA,3,NA
0011639332781,NA,NA,10,NA
0011647325781,NA,NA,6,NA
0011653015781,NA,NA,2,NA
0011653079781,NA,NA,6,NA
0011656446781,NA,NA,6,NA
0011670889781,NA,NA,7,NA
0011684145781,NA,NA,3,NA
0011698893781,NA,NA,4,NA
0011700148781,NA,NA,5,NA
0011721386781,NA,NA,6,NA
0011722767781,NA,NA,9,NA
0011728889781,NA,NA,6,NA
0011760570781,NA,NA,1,NA
0011761512781,NA,NA,6,NA
0011761520781,NA,NA,1,NA
0011790263781,NA,NA,3,NA
0011833841781,NA,NA,3,NA
0011834003781,NA,NA,6,NA
0011838211781,NA,NA,2,NA
0011838219781,NA,NA,6,NA
0011860459781,NA,NA,10,NA
0011860917781,NA,NA,4,NA
0011868462781,NA,NA,4,NA
0011874796781,NA,NA,7,NA
0011891059781,NA,NA,9,NA
0011924467781,NA,NA,4,NA
0011963167781,NA,NA,5,NA
0011963408679,NA,NA,10,NA
0011968220781,NA,NA,6,NA
0011968344781,NA,NA,9,NA
0011970304781,NA,NA,2,NA
0011976518781,NA,NA,8,NA
0011976548781,NA,NA,7,NA
0011977006781,NA,NA,4,NA
0011977114781,NA,NA,4,NA
0011990549781,NA,NA,8,NA
0012044085781,NA,NA,10,NA
0012047551781,NA,NA,5,NA
0012159248781,NA,NA,2,NA
0012160469781,NA,NA,3,NA
0012160520781,NA,NA,2,NA
0012160528781,NA,NA,10,NA
0012160536781,NA,NA,9,NA
0012160550781,NA,NA,10,NA
0012160911781,NA,NA,1,NA
0012161419781,NA,NA,3,NA
0012161508781,NA,NA,10,NA
0012163928781,NA,NA,8,NA
0012209618781,NA,NA,1,NA
0012210428781,NA,NA,1,NA
0012210436781,NA,NA,3,NA
0012210450781,NA,NA,8,NA
0012211070781,NA,NA,9,NA
0012211095781,NA,NA,2,NA
0012241814781,NA,NA,7,NA
0012241830781,NA,NA,7,NA
0020741677679,NA,NA,6,NA
003118173679,Disposables,570241,10,NA
003118181679,Disposables,570241,7,NA
003118232679,Disposables,570241,2,NA
003119301679,Disposables,570241,6,NA
003119402679,Disposables,570241,1,NA
003119418679,Disposables,570241,8,NA
003119677679,Disposables,570241,1,NA
003302571679,Disposables,570241,3,NA
003318304679,Disposables,570241,2,NA
003335911679,Disposables,570241,8,NA
003335919679,Disposables,570241,1,NA
003355966679,Disposables,570241,9,NA
003361468679,Disposables,570241,7,NA
003533632679,Disposables,570241,5,NA
003533662679,Disposables,570241,5,NA
003555706679,Disposables,570241,6,NA
003555745679,Disposables,570241,3,NA
003709925679,Disposables,570241,5,NA
003709943679,Disposables,570241,1,NA
003709946679,Disposables,570241,4,NA
003710497679,Disposables,570241,2,NA
003711314679,Disposables,570241,5,NA
003711330679,Disposables,570241,1,NA
003735026679,Disposables,570241,6,NA
003735035679,Disposables,570241,10,NA
003735048679,Disposables,570241,5,NA
003735056679,Disposables,570241,4,NA
003735065679,Disposables,570241,1,NA
003735083679,Disposables,570241,6,NA
004343195679,Disposables,570241,9,NA
004343213679,Disposables,570241,5,NA
004478438679,Disposables,570241,7,NA
004478460679,Disposables,570241,4,NA
004641301679,Disposables,570241,3,NA
004658230679,Disposables,570241,5,NA
004675754679,Disposables,570241,5,NA
004675762679,Disposables,570241,9,NA
004675778679,Disposables,570241,3,NA
004675829679,Disposables,570241,5,NA
004675837679,Disposables,570241,1,NA
004687404679,Disposables,570241,2,NA
004687420679,Disposables,570241,8,NA
004687466679,Disposables,570241,4,NA
004689263679,Disposables,570241,2,NA
004689271679,Disposables,570241,1,NA
004689314679,Disposables,570241,10,NA
004689330679,Disposables,570241,4,NA
004689338679,Disposables,570241,5,NA
004689927679,Disposables,570241,3,NA
004689949679,Disposables,570241,6,NA
004689992679,Disposables,570241,9,NA
004690025679,Disposables,570241,5,NA
004690294679,Disposables,570241,4,NA
004690310679,Disposables,570241,3,NA
004690318679,Disposables,570241,5,NA
004690352679,Disposables,570241,5,NA
004690360679,Disposables,570241,1,NA
004690376679,Disposables,570241,9,NA
004690411679,Disposables,570241,5,NA
004690419679,Disposables,570241,4,NA
004690457679,Disposables,570241,7,NA
004690883679,Disposables,570241,9,NA
004690899679,Disposables,570241,8,NA
004690964679,Disposables,570241,9,NA
004690980679,Disposables,570241,5,NA
004691005679,Disposables,570241,4,NA
004691023679,Disposables,570241,6,NA
004691290679,Disposables,570241,3,NA
004691298679,Disposables,570241,7,NA
004691315679,Disposables,570241,5,NA
004691341679,Disposables,570241,9,NA
004691383679,Disposables,570241,3,NA
004691399679,Disposables,570241,8,NA
004691442679,Disposables,570241,5,NA
004691480679,Disposables,570241,2,NA
004691496679,Disposables,570241,2,NA
004694425679,Disposables,570241,1,NA
004694446679,Disposables,570241,3,NA
004694562679,Disposables,570241,4,NA
004694586679,Disposables,570241,1,NA
004694595679,Disposables,570241,4,NA
004694613679,Disposables,570241,7,NA
004694651679,Disposables,570241,6,NA
004695814679,Disposables,570241,1,NA
004695885679,Disposables,570241,8,NA
004695919679,Disposables,570241,3,NA
004695957679,Disposables,570241,3,NA
004695992679,Disposables,570241,2,NA
004696008679,Disposables,570241,6,NA
004696713679,Disposables,570241,5,NA
004696721679,Disposables,570241,2,NA
004696759679,Disposables,570241,1,NA
004696802679,Disposables,570241,7,NA
004696865679,Disposables,570241,10,NA
004712781679,Disposables,570241,9,NA
004712789679,Disposables,570241,7,NA
004712797679,Disposables,570241,3,NA
004719073679,Disposables,570241,3,NA
004722309679,Disposables,570241,7,NA
004730223679,Disposables,570241,6,NA
004730239679,Disposables,570241,2,NA
004731203679,Disposables,570241,9,NA
004731211679,Disposables,570241,3,NA
004731219679,Disposables,570241,6,NA
004731227679,Disposables,570241,10,NA
004740595679,Disposables,570241,8,NA
004740613679,Disposables,570241,4,NA
004740621679,Disposables,570241,3,NA
004740637679,Disposables,570241,9,NA
004740659679,Disposables,570241,7,NA
004740702679,Disposables,570241,2,NA
004740726679,Disposables,570241,2,NA
004740748679,Disposables,570241,1,NA
004740765679,Disposables,570241,3,NA
004746078679,Disposables,570241,3,NA
004746095679,Disposables,570241,7,NA
004746159679,Disposables,570241,3,NA
004747271679,Disposables,570241,7,NA
004747279679,Disposables,570241,4,NA
004831379679,Disposables,570241,3,NA
004831387679,Disposables,570241,10,NA
004900462679,Disposables,570241,3,NA
004900470679,Disposables,570241,2,NA
004900478679,Disposables,570241,1,NA
004900486679,Disposables,570241,5,NA
004916195679,Disposables,570241,8,NA
004916259679,Disposables,570241,5,NA
004916294679,Disposables,570241,3,NA
004916302679,Disposables,570241,5,NA
004916403679,Disposables,570241,3,NA
004944431679,Disposables,570241,1,NA
005018289679,Disposables,570241,8,NA
005018297679,Disposables,570241,10,NA
005018324679,Disposables,570241,5,NA
005084308679,Disposables,570241,8,NA
005093629679,Disposables,570241,1,NA
005403365679,Disposables,570241,4,NA
005403399679,Disposables,570241,7,NA
005403434679,Disposables,570241,8,NA
005403464679,Disposables,570241,9,NA
005403472679,Disposables,570241,5,NA
005403480679,Disposables,570241,2,NA
005403496679,Disposables,570241,10,NA
005403505679,Disposables,570241,4,NA
005468547679,Disposables,570241,10,NA
005895496679,Disposables,570241,4,NA
005896027679,Disposables,570241,4,NA
006368124679,Disposables,570241,10,NA
006368132679,Disposables,570241,1,NA
006368154679,Disposables,570241,8,NA
006368581679,Disposables,570241,2,NA
006368589679,Disposables,570241,3,NA
006368891679,Disposables,570241,6,NA
006434724679,Disposables,570241,10,NA
006881425679,Disposables,570241,2,NA
006881446679,Disposables,570241,5,NA
008042197679,Disposables,570241,4,NA
0010104238679,Disposables,570241,5,NA
0010104252679,Disposables,570241,5,NA
0010104450679,Disposables,570241,10,NA
0010104466679,Disposables,570241,3,NA
0010104892679,Disposables,570241,5,NA
0010105159679,Disposables,570241,5,NA
0010105202679,Disposables,570241,2,NA
0010105291679,Disposables,570241,8,NA
0010105586679,Disposables,570241,4,NA
0010105923679,Disposables,570241,1,NA
0010105931679,Disposables,570241,2,NA
0010106504679,Disposables,570241,4,NA
0010106876679,Disposables,570241,5,NA
0010107318679,Disposables,570241,4,NA
0010107891679,Disposables,570241,9,NA
0010107934679,Disposables,570241,6,NA
0010108744679,Disposables,570241,4,NA
0010109754679,Disposables,570241,10,NA
0010110169679,Disposables,570241,2,NA
0010110435679,Disposables,570241,6,NA
0010110483679,Disposables,570241,4,NA
0010110491679,Disposables,570241,8,NA
0010110572679,Disposables,570241,6,NA
0010110639679,Disposables,570241,2,NA
0010111022679,Disposables,570241,10,NA
0010111157679,Disposables,570241,7,NA
0010111332679,Disposables,570241,7,NA
0010111463679,Disposables,570241,9,NA
0010111487679,Disposables,570241,10,NA
0010111568679,Disposables,570241,1,NA
0010111840679,Disposables,570241,4,NA
0010111854679,Disposables,570241,6,NA
0010111862679,Disposables,570241,7,NA
0010111870679,Disposables,570241,10,NA
0010111886679,Disposables,570241,3,NA
0010112231679,Disposables,570241,6,NA
0010112779679,Disposables,570241,7,NA
0010129405679,Disposables,570241,8,NA
0010129575679,Disposables,570241,2,NA
0010129593679,Disposables,570241,8,NA
0010129601679,Disposables,570241,8,NA
0010129741679,Disposables,570241,1,NA
0010129876679,Disposables,570241,1,NA
0010129903679,Disposables,570241,7,NA
0010129911679,Disposables,570241,8,NA
0010129992679,Disposables,570241,7,NA
0010130000679,Disposables,570241,3,NA
0010130016679,Disposables,570241,4,NA
0010130043679,Disposables,570241,5,NA
0010130097679,Disposables,570241,9,NA
0010130124679,Disposables,570241,1,NA
0010130170679,Disposables,570241,10,NA
0010130178679,Disposables,570241,5,NA
0010130186679,Disposables,570241,3,NA
0010130229679,Disposables,570241,10,NA
0010130259679,Disposables,570241,6,NA
0010130310679,Disposables,570241,8,NA
0010130326679,Disposables,570241,2,NA
0010130335679,Disposables,570241,10,NA
0010130368679,Disposables,570241,3,NA
0010130376679,Disposables,570241,10,NA
0010130385679,Disposables,570241,8,NA
0010130403679,Disposables,570241,7,NA
0010130484679,Disposables,570241,4,NA
0010130508679,Disposables,570241,5,NA
0010168220679,Disposables,570241,3,NA
0010168266679,Disposables,570241,1,NA
0010174177679,Disposables,570241,7,NA
0010176990679,Disposables,570241,6,NA
0010200079679,Disposables,570241,9,NA
0010225910679,Disposables,570241,2,NA
0010238621679,Disposables,570241,9,NA
0010238969679,Disposables,570241,9,NA
0010242699679,Disposables,570241,7,NA
0010255631679,Disposables,570241,6,NA
0010271956679,Disposables,570241,6,NA
0010271983679,Disposables,570241,2,NA
0010298237679,Disposables,570241,7,NA
0010351112679,Disposables,570241,6,NA
0010356419679,Disposables,570241,8,NA
0010483565679,Disposables,570241,8,NA
0010522332679,Disposables,570241,5,NA
0010570097679,Disposables,570241,9,NA
0010604715679,Disposables,570241,1,NA
0010604745679,Disposables,570241,3,NA
0010623995679,Disposables,570241,2,NA
0010624051679,Disposables,570241,9,NA
0010624059679,Disposables,570241,5,NA
0010624067679,Disposables,570241,5,NA
0010635887679,Disposables,570241,2,NA
0010636770679,Disposables,570241,2,NA
0010645056679,Disposables,570241,10,NA
0010652474679,Disposables,570241,7,NA
0010654090679,Disposables,570241,9,NA
0010658693679,Disposables,570241,10,NA
0010664391679,Disposables,570241,10,NA
0010665918679,Disposables,570241,1,NA
0010669498679,Disposables,570241,3,NA
0010672151679,Disposables,570241,3,NA
0010676602679,Disposables,570241,10,NA
0010676610679,Disposables,570241,10,NA
0010676618679,Disposables,570241,8,NA
0010706074679,Disposables,570241,6,NA
0010706098679,Disposables,570241,8,NA
0010715368679,Disposables,570241,5,NA
0010718704679,Disposables,570241,9,NA
0010727160679,Disposables,570241,8,NA
0010737423679,Disposables,570241,1,NA
0010737431679,Disposables,570241,5,NA
0010737439679,Disposables,570241,5,NA
0010737453679,Disposables,570241,8,NA
0010739391679,Disposables,570241,7,NA
0010739577679,Disposables,570241,3,NA
0010739620679,Disposables,570241,5,NA
0010745333679,Disposables,570241,7,NA
0010748076679,Disposables,570241,9,NA
0010755696679,Disposables,570241,3,NA
0010778180679,Disposables,570241,1,NA
0010785986679,Disposables,570241,1,NA
0010788702679,Disposables,570241,7,NA
0010793501679,Disposables,570241,10,NA
0010801354679,Disposables,570241,5,NA
0010801395679,Disposables,570241,4,NA
0010801413679,Disposables,570241,6,NA
0010812463679,Disposables,570241,1,NA
